n_jobs,thread,process
1,2.751960277557373,0.10483789443969727
2,2.2841198444366455,0.07245075702667236
3,2.348263382911682,0.07264411449432373
4,2.3739612102508545,0.07657516002655029
5,2.2717959880828857,0.08177471160888672
6,2.478422999382019,0.08429563045501709
7,2.3900680541992188,0.08691954612731934
8,2.3935450315475464,0.0976569652557373
